CO_PROCEDIMENTO,NO_PROCEDIMENTO
0202030423,PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA)
0202030431,PESQUISA DE ANTICORPOS ANTICORTEX SUPRARENAL
0202030440,PESQUISA DE ANTICORPOS ANTIEQUINOCOCOS
0202030458,PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70)
0202030466,PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES
0202030474,PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO)
0202030482,PESQUISA DE ANTICORPOS ANTIFIGADO
0202030504,PESQUISA DE ANTICORPOS ANTIGLOMERULO
0202030512,PESQUISA DE ANTICORPOS ANTIILHOTA DE LANGERHANS
0202030520,PESQUISA DE ANTICORPOS ANTIINSULINA
0202030539,PESQUISA DE ANTICORPOS ANTILEPTOSPIRAS
0202030547,PESQUISA DE ANTICORPOS ANTILISTERIA
0202030555,PESQUISA DE ANTICORPOS ANTIMICROSSOMAS
0202030563,PESQUISA DE ANTICORPOS ANTIMITOCONDRIA
0202030571,PESQUISA DE ANTICORPOS ANTIMUSCULO ESTRIADO
0202030580,PESQUISA DE ANTICORPOS ANTIMUSCULO LISO
0202030598,PESQUISA DE ANTICORPOS ANTINUCLEO
0202030601,PESQUISA DE ANTICORPOS ANTIPARIETAIS
0202030610,PESQUISA DE ANTICORPOS ANTIPLASMODIOS
0202030628,PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA
0202030636,PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS)
0202030644,PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE)
0202030652,PESQUISA DE ANTICORPOS CONTRA HISTOPLASMA
0202030660,PESQUISA DE ANTICORPOS CONTRA O SPOROTRIX SCHENKII
0202030679,PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV)
0202030687,PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV)
0202030695,PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO
0202030709,PESQUISA DE ANTICORPOS CONTRA PARACOCCIDIOIDES BRASILIENSIS
0202030717,PESQUISA DE ANTICORPOS E/OU ANTIGENO DO VIRUS SINCICIAL RESPIRATORIO
0202030725,PESQUISA DE ANTICORPOS EIE ANTICLAMIDIA
0202030733,PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR
0202030741,PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS
0202030750,PESQUISA DE ANTICORPOS IGG ANTILEISHMANIAS
0202030768,PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA
0202030776,PESQUISA DE ANTICORPOS IGG ANTITRYPANOSOMA CRUZI
0202030784,PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL)
0202030792,PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS
0202030806,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (ANTI-HAV-IGG)
0202030814,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA
0202030822,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER
0202030830,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR
0202030849,PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES
0202030857,PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS
0202030865,PESQUISA DE ANTICORPOS IGM ANTILEISHMANIAS
0202030873,PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA
0202030881,PESQUISA DE ANTICORPOS IGM ANTITRYPANOSOMA CRUZI
0202030890,PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM)
0202030903,PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS
0202030911,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (ANTI-HAV-IGM)
0202030920,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA
0202030938,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER
0202030946,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR
0202030954,PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES
0202030962,PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA)
0202030970,PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG)
0202030989,PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG)
0202030997,DETECÇÃO DE CLAMÍDIA E GONOCOCO POR BIOLOGIA MOLECULAR
0202031004,PESQUISA DE CRIOGLOBULINAS
0202031012,PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE)
0202031039,PESQUISA DE IMUNOGLOBULINA E (IGE) ALERGENO-ESPECIFICA
0202031047,PESQUISA DE TRYPANOSOMA CRUZI (POR IMUNOFLUORESCENCIA)
0202031055,PROVAS DE PRAUSNITZ-KUSTNER (PK)
0202031063,PROVAS IMUNO-ALERGICAS BACTERIANAS
0202031071,QUANTIFICAÇÃO DE RNA DO HIV-1
0202031080,QUANTIFICAÇÃO DE RNA DO VÍRUS DA HEPATITE C
0202031098,TESTE TREPONEMICO P/ DETECÇÃO DE SIFILIS
0202031101,REAÇÃO DE MONTENEGRO ID
0202031110,TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS
0202031144,TESTES ALERGICOS DE CONTATO
0202031152,TESTES CUTANEOS DE LEITURA IMEDIATA
0202031179,TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS EM GESTANTES
0202031187,DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA
0202031195,DOSAGEM DA FRAÇÃO C1Q DO COMPLEMENTO
0202031209,DOSAGEM DE TROPONINA
0202031217,DOSAGEM DO ANTÍGENO CA 125
0202031225,EXAME LABORATORIAL PARA DOENÇA DE GAUCHER I
0202031233,EXAME LABORATORIAL PARA DOENÇA DE GAUCHER II
0202031241,GENOTIPAGEM DO HIV
0202031250,DETECÇÃO DE DNA PROVIRAL DO HTLV-1 E DO HTLV-2
0202031268,TESTE CONFIRMATÓRIO COM PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2
0202031276,DOSAGEM DE ADENOSINA-DESAMINASE (ADA)
0202031284,ANTIBETA 2 GLICOPROTEINA I -IGG
0202031292,DOSAGEM DE ANTI-BETA-2-GLICOPROTEÍNA I - IGM
0202031306,DIAGNÓSTICO E REAVALIAÇÃO DE HEMOGLOBINÚRIA PAROXISTICA NOTURNA
0202031314,DOSAGEM DE ANTICORPO ANTI-ACHR
0202031322,DOSAGEM DE SIROLIMO
0202031365,TESTE DE LIBERAÇÃO DE INTERFERON-GAMA PARA ILTB (IGRA)
0202040011,DOSAGEM DE ESTERCOBILINOGENIO FECAL
0202040020,DOSAGEM DE GORDURA FECAL
0202040038,EXAME COPROLOGICO FUNCIONAL
0202040046,IDENTIFICACAO DE FRAGMENTOS DE HELMINTOS
0202040054,PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA)
0202040062,PESQUISA DE EOSINOFILOS
0202040070,PESQUISA DE GORDURA FECAL
0202040089,PESQUISA DE LARVAS NAS FEZES
0202040097,PESQUISA DE LEUCOCITOS NAS FEZES
0202040100,PESQUISA DE LEVEDURAS NAS FEZES
0202040119,PESQUISA DE OVOS DE SCHISTOSOMAS (EM FRAGMENTO DE MUCOSA)
0202040127,PESQUISA DE OVOS E CISTOS DE PARASITAS
0202040135,PESQUISA DE ROTAVIRUS NAS FEZES
0202040143,PESQUISA DE SANGUE OCULTO NAS FEZES
0202040151,PESQUISA DE SUBSTANCIAS REDUTORAS NAS FEZES
0202040160,PESQUISA DE TRIPSINA NAS FEZES
0202040178,PESQUISA DE TROFOZOITAS NAS FEZES
0202040186,TESTE DE ELASTASE PANCREÁTICA FECAL
0202050017,"ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA"
0202050025,CLEARANCE DE CREATININA
0202050033,CLEARANCE DE FOSFATO
0202050041,CLEARANCE DE UREIA
0202050050,CONTAGEM DE ADDIS
0202050068,DETERMINACAO DE OSMOLALIDADE
0202050076,IDENTIFICAÇÃO DE GLICÍDIOS URINÁRIOS POR CROMATOGRAFIA (CAMADA DELGADA)
0202050084,DOSAGEM DE CITRATO
0202050092,DOSAGEM DE MICROALBUMINA NA URINA
0202050106,DOSAGEM DE OXALATO
0202050114,DOSAGEM DE PROTEINAS (URINA DE 24 HORAS)
0202050122,DOSAGEM E/OU FRACIONAMENTO DE ACIDOS ORGANICOS
0202050130,EXAME QUALITATIVO DE CALCULOS URINARIOS
0202050149,PESQUISA / DOSAGEM DE AMINOACIDOS (POR CROMATOGRAFIA)
0202050157,PESQUISA DE ALCAPTONA NA URINA
0202050165,PESQUISA DE AMINOACIDOS NA URINA
0202050173,PESQUISA DE BETA-MERCAPTO-LACTATO-DISSULFIDURIA
0202050181,PESQUISA DE CADEIAS LEVES KAPPA E LAMBDA
0202050190,PESQUISA DE CISTINA NA URINA
0202050203,PESQUISA DE COPROPORFIRINA NA URINA
0202050211,PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA
0202050220,PESQUISA DE FENIL-CETONA NA URINA
0202050238,PESQUISA DE FRUTOSE NA URINA
0202050246,PESQUISA DE GALACTOSE NA URINA
0202050254,PESQUISA DE GONADOTROFINA CORIONICA
0202050262,PESQUISA DE HOMOCISTINA NA URINA
0202050270,PESQUISA DE LACTOSE NA URINA
0202050289,PESQUISA DE MUCOPOLISSACARIDEOS NA URINA
0202050297,PESQUISA DE PORFOBILINOGENIO NA URINA
0202050300,PESQUISA DE PROTEINAS URINARIAS (POR ELETROFORESE)
0202050319,PESQUISA DE TIROSINA NA URINA
0202050327,PROVA DE DILUICAO (URINA)
0202060012,DETERMINAÇÃO DE ÍNDICE DE TIROXINA LIVRE
0202060020,DETERMINAÇÃO DE RETENÇÃO DE T3
0202060039,DETERMINAÇÃO DE T3 REVERSO
0202060047,DOSAGEM DE 17-ALFA-HIDROXIPROGESTERONA
0202060055,DOSAGEM DE 17-CETOSTEROIDES TOTAIS
0202060063,DOSAGEM DE 17-HIDROXICORTICOSTEROIDES
0202060071,DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA)
0202060080,DOSAGEM DE ADRENOCORTICOTROFICO (ACTH)
0202060098,DOSAGEM DE ALDOSTERONA
0202060101,DOSAGEM DE AMP CICLICO
0202060110,DOSAGEM DE ANDROSTENEDIONA
0202060128,DOSAGEM DE CALCITONINA
0202060136,DOSAGEM DE CORTISOL
0202060144,DOSAGEM DE DEHIDROEPIANDROSTERONA (DHEA)
0202060152,DOSAGEM DE DIHIDROTESTOTERONA (DHT)
0202060160,DOSAGEM DE ESTRADIOL
0202060179,DOSAGEM DE ESTRIOL
0202060187,DOSAGEM DE ESTRONA
0202060195,DOSAGEM DE GASTRINA
0202060209,DOSAGEM DE GLOBULINA TRANSPORTADORA DE TIROXINA
0202060217,"DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)"
0202060225,DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH)
0202060233,DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH)
0202060241,DOSAGEM DE HORMONIO LUTEINIZANTE (LH)
0202060250,DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH)
0202060268,DOSAGEM DE INSULINA
0202060276,DOSAGEM DE PARATORMONIO
0202060284,DOSAGEM DE PEPTIDEO C
0202060292,DOSAGEM DE PROGESTERONA
0202060306,DOSAGEM DE PROLACTINA
0202060314,DOSAGEM DE RENINA
0202060322,DOSAGEM DE SOMATOMEDINA C (IGF1)
0202060330,DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS)
0202060349,DOSAGEM DE TESTOSTERONA
0202060357,DOSAGEM DE TESTOSTERONA LIVRE
0202060365,DOSAGEM DE TIREOGLOBULINA
0202060373,DOSAGEM DE TIROXINA (T4)
0202060381,DOSAGEM DE TIROXINA LIVRE (T4 LIVRE)
0202060390,DOSAGEM DE TRIIODOTIRONINA (T3)
0202060403,TESTE DE ESTIMULO DA PROLACTINA / TSH APOS TRH
0202060411,TESTE DE ESTIMULO DA PROLACTINA APOS CLORPROMAZINA
0202060420,TESTE DE ESTIMULO COM GNRH OU COM AGONISTA GNRH
0202060438,TESTE DE ESTIMULO DO HGH APOS GLUCAGON
0202060446,TESTE DE SUPRESSAO DO CORTISOL APOS DEXAMETASONA
0202060454,TESTE DE SUPRESSAO DO HGH APOS GLICOSE
0202060462,TESTE P/ INVESTIGACAO DO DIABETES INSIPIDUS
0202060470,PESQUISA DE MACROPROLACTINA
0202070018,DOSAGEM DE ACIDO DELTA-AMINOLEVULINICO
0202070026,DOSAGEM DE ACIDO HIPURICO
0202070034,DOSAGEM DE ACIDO MANDELICO
0202070042,DOSAGEM DE ACIDO METIL-HIPURICO
0202070050,DOSAGEM DE ACIDO VALPROICO
0202070069,DOSAGEM DE ALA-DESIDRATASE
0202070077,DOSAGEM DE ALCOOL ETILICO
0202070085,DOSAGEM DE ALUMINIO
0202070093,DOSAGEM DE AMINOGLICOSIDEOS
0202070107,DOSAGEM DE ANFETAMINAS
0202070115,DOSAGEM DE ANTIDEPRESSIVOS TRICICLICOS
0202070123,DOSAGEM DE BARBITURATOS
0202070131,DOSAGEM DE BENZODIAZEPINICOS
0202070140,DOSAGEM DE CADMIO
0202070158,DOSAGEM DE CARBAMAZEPINA
0202070166,DOSAGEM DE CARBOXI-HEMOGLOBINA
0202070174,DOSAGEM DE CHUMBO
0202070182,DOSAGEM DE CICLOSPORINA
0202070190,DOSAGEM DE COBRE
0202070204,"DOSAGEM DE DIGITALICOS (DIGOXINA, DIGITOXINA)"
0202070212,DOSAGEM DE ETOSSUXIMIDA
0202070220,DOSAGEM DE FENITOINA
0202070239,DOSAGEM DE FENOL
0202070247,DOSAGEM DE FORMALDEIDO
0202070255,DOSAGEM DE LITIO
0202070263,DOSAGEM DE MERCURIO
0202070271,DOSAGEM DE META-HEMOGLOBINA
0202070280,DOSAGEM DE METABOLITOS DA COCAINA
0202070298,DOSAGEM DE METOTREXATO
0202070301,DOSAGEM DE QUINIDINA
0202070310,DOSAGEM DE SALICILATOS
0202070328,DOSAGEM DE SULFATOS
0202070336,DOSAGEM DE TEOFILINA
0202070344,DOSAGEM DE TIOCIANATO
0202070352,DOSAGEM DE ZINCO
0202080013,ANTIBIOGRAMA
0202080021,ANTIBIOGRAMA C/ CONCENTRACAO INIBITORIA MINIMA
0202080030,TESTE DE SENSIBILIDADE EM MEIO SÓLIDO PARA OS FÁRMACOS CONTRA MICOBACTERIAS
0202080048,BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNÓSTICA)
0202080056,BACILOSCOPIA DIRETA P/ BAAR (HANSENIASE)
0202080064,BACILOSCOPIA DIRETA P/ BAAR TUBERCULOS (CONTROLE)
0202080072,BACTERIOSCOPIA (GRAM)
0202080080,CULTURA DE BACTERIAS P/ IDENTIFICACAO
0202080099,CULTURA DO LEITE HUMANO (POS-PASTEURIZAÇÃO)
0202080102,CULTURA P/ HERPESVIRUS
0202080110,CULTURA SÓLIDA PARA MICOBACTÉRIAS
0202080129,CULTURA PARA BACTERIAS ANAEROBICAS
0202080137,CULTURA PARA IDENTIFICACAO MORFOLÓGICA DE FUNGOS
0202080145,EXAME MICROBIOLOGICO A FRESCO (DIRETO)
0202080153,HEMOCULTURA
0202080161,IDENTIFICACAO AUTOMATIZADA DE MICROORGANISMOS
0202080170,PEQUISA DE PNEUMOCYSTI CARINI
0202080188,PESQUISA DE BACILO DIFTERICO
0202080196,PESQUISA DE ESTREPTOCOCOS BETA-HEMOLITICOS DO GRUPO A
0202080200,PESQUISA DE HAEMOPHILUS DUCREY
0202080218,PESQUISA DE HELICOBACTER PYLORI
0202080226,PESQUISA DE LEPTOSPIRAS
0202080234,EXAMES DIRETOS PARA PESQUISA DE TREPONEMA PALLIDUM
0202080242,PROVA CONFIRMATÓRIA DA PRESENÇA DE MICRO-ORGANISMOS COLIFORMES
0202080250,EXAME MICOLÓGICO DIRETO
0202090019,ACIDO URICO LIQUIDO NO SINOVIAL E DERRAMES
0202090027,ADENOGRAMA
0202090035,CITOLOGIA P/ CLAMIDIA
0202090043,CITOLOGIA P/ HERPESVIRUS
0202090051,CONTAGEM ESPECIFICA DE CELULAS NO LIQUOR
0202090060,CONTAGEM GLOBAL DE CELULAS NO LIQUOR
0202090078,DETERMINACAO DE FOSFOLIPIDIOS RELACAO LECITINA - ESFINGOMIELINA NO LIQUIDO AMNIOTICO
0202090086,DOSAGEM DE CREATININA NO LIQUIDO AMNIOTICO
0202090094,DOSAGEM DE FOSFATASE ALCALINA NO ESPERMA
0202090108,DOSAGEM DE FRUTOSE
0202090116,DOSAGEM DE FRUTOSE NO ESPERMA
0202090124,DOSAGEM DE GLICOSE NO LIQUIDO SINOVIAL E DERRAMES
0202090132,DOSAGEM DE PROTEINAS NO LIQUIDO SINOVIAL E DERRAMES
0202090140,DOSAGEM DE SODIO E CLORO NO SUOR (C/ COLETA)
0202090159,ELETROFORESE DE PROTEINAS C/ CONCENTRACAO NO LIQUOR
0202090167,ESPECTROFOTOMETRIA NO LIQUIDO AMNIOTICO
0202090175,ESPLENOGRAMA
0202090183,EXAME DE CARACTERES FISICOS CONTAGEM GLOBAL E ESPECIFICA DE CELULAS
0202090191,MIELOGRAMA
0202090213,PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES ( ELISA )
0202090221,DOSAGEM DE FOSFATASE ÁCIDA NO ESPERMA
0202090230,PESQUISA DE CARACTERES FISICOS NO LIQUOR
0202090248,PESQUISA DE CELULAS ORANGIOFILAS
0202090256,PESQUISA DE CRISTAIS C/ LUZ POLARIZADA
0202090264,PESQUISA DE ESPERMATOZOIDES (APOS VASECTOMIA)
0202090272,PESQUISA DE RAGOCITOS NO LIQUIDO SINOVIAL E DERRAMES
0202090280,PROVA DE PROGRESSAO ESPERMATICA (CADA)
0202090299,"PROVA DO LATEX P/ HAEMOPHILLUS INFLUENZAE, STREPTOCOCCUS PNEUMONIAE, NEISSERIA MENINGITIDIS (SOROTIPOS A, B, C)"
0202090302,PROVA DO LATEX P/ PESQUISA DO FATOR REUMATOIDE
0202090310,REACAO DE PANDY
0202090329,REACAO DE RIVALTA NO LIQUIDO SINOVIAL E DERRAMES
0202090337,TESTE DE CLEMENTS
0202090345,TESTE DE GASTROACIDOGRAMA - SECRECAO BASAL POR 60 EM 4 AMOSTRAS
0202090353,TESTE DE HOLLANDER NO SUCO GASTRICO
0202090361,TESTE MOLECULAR PARA A DETECÇÃO DO COMPLEXO MYCOBACTERIUM TUBERCULOSIS
0202100014,DETERMINACAO DE CARIOTIPO EM CULTURA DE LONGA DURACAO (C/ TECNICA DE BANDAS)
0202100022,DETERMINACAO DE CARIOTIPO EM MEDULA OSSEA E VILOSIDADES CORIONICAS (C/ TECNICA DE BANDAS)
0202100030,DETERMINACAO DE CARIOTIPO EM SANGUE PERIFERICO (C/ TECNICA DE BANDAS)
0202100049,QUANTIFICAÇÃO/AMPLIFICAÇÃO DO HER-2
0202100057,FOCALIZAÇÃO ISOELÉTRICA DA TRANSFERRINA
0202100065,ANÁLISE DE DNA PELA TÉCNICA DE SOUTHERN BLOT
0202100073,ANÁLISE DE DNA POR MLPA
0202100081,"IDENTIFICAÇÃO DE MUTAÇÃO/REARRANJOS POR PCR, PCR SENSÍVEL A METILAÇÃO, qPCR E qPCR SENSÍVEL A METILAÇÃO"
0202100090,"FISH EM METÁFASE OU NÚCLEO INTERFÁSICO, POR DOENÇA"
0202100103,IDENTIFICAÇÃO DE ALTERAÇÃO CROMOSSÔNICA SUBMICROSCÓPICA POR ARRAY-CGH
0202100111,IDENTIFICAÇÂO DE MUTAÇÃO POR SEQUENCIAMENTO POR AMPLICON ATÉ 500 PARES DE BASES
0202100120,"IDENTIFICAÇÃO DE GLICOSAMINOGLICANOS URINÁRIOS POR CROMATOGRAFIA EM CAMADA DELGADA , ELETROFORESE E DOSAGEM QUANTITATIVA"
0202100138,IDENTIFICAÇÃO DE OLIGOSSACARÍDEOS E SIALOSSACARÍDEOS POR CROMATOGRAFIA (CAMADA DELGADA)
0202100146,"DOSAGEM QUANTITATIVA DE CARNITINA, PERFIL DE ACILCARNITINAS"
0202100154,DOSAGEM QUANTITATIVA DE AMINOÁCIDOS
0202100162,DOSAGEM QUANTITATIVA DE ÁCIDOS ORGÂNICOS
0202100170,ENSAIOS ENZIMÁTICOS NO PLASMA E LEUCÓCITOS PARA DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO
0202100189,ENSAIOS ENZIMÁTICOS EM ERITRÓCITOS PARA DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO
0202100197,ENSAIOS ENZIMÁTICOS EM TECIDO CULTIVADO PARA DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO
0202100200,SEQUENCIAMENTO COMPLETO DO EXOMA
0202100219,DIAGNÓSTICO DE LEUCEMIA CROMOSSOMA PHILADELPHIA POSITIVO POR TÉCNICA MOLECULAR
0202100227,REAVALIAÇÃO DIAGNÓSTICA DE LEUCEMIA CROMOSSOMA PHILADELPHIA POSITIVO POR TÉCNICA MOLECULAR
0202100235,PESQUISA DE MUTAÇÃO DO GENE DA PROTROMBINA
0202100243,TESTE CITOGENÈTICO POR HIBRIDIZAÇÃO IN SITU POR FLUORESCÊNCIA (FISH) PARA MIELOMA MÚLTIPLO
0202110010,DETECCAO DE VARIANTES DA HEMOGLOBINA (DIAGNOSTICO TARDIO)
0202110028,DETECCAO MOLECULAR DE MUTACAO EM HEMOGLOBINOPATIAS (CONFIRMATORIO)
0202110036,DETECCAO MOLECULAR EM FIBROSE CISTICA (CONFIRMATORIO)
0202110044,DOSAGEM DE FENILALANINA (CONTROLE / DIAGNOSTICO TARDIO)
0202110052,DOSAGEM DE FENILALANINA E TSH OU T4
0202110060,DOSAGEM DE FENILALANINA TSH OU T4 E DETECCAO DA VARIANTE DE HEMOGLOBINA (COMPONENTE DO TESTE DO PEZINHO)
0202110079,DOSAGEM DE TRIPSINA IMUNORREATIVA (COMPONENTE DO TESTE DO PEZINHO)
0202110087,DOSAGEM DE TSH E T4 LIVRE (CONTROLE / DIAGNOSTICO TARDIO)
0202110095,DOSAGEM DE 17 HIDROXI PROGESTERONA EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO PEZINHO)
0202110109,DOSAGEM DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SANGUE EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO PEZINHO)
0202110117,DOSAGEM QUANTITATIVA DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SORO
0202110125,DETECÇÃO MOLECULAR DE MUTAÇÃO EM HIPERPLASIA ADRENAL CONGÊNITA
0202110133,DETECÇÃO MOLECULAR DE MUTAÇÃO EM DEFICIÊNCIA DE BIOTINIDASE
0202110141,DOSAGEM DE CLORETO NO SUOR
0202110150,PESQUISA DE IGM ANTI-TOXOPLASMA GONDII EM SANGUE SECO (COMPONENTE DO TESTE DO PEZINHO)
0202120015,DETERMINACAO DE ANTICORPOS ANTIPLAQUETARIOS
0202120023,DETERMINACAO DIRETA E REVERSA DE GRUPO ABO
0202120031,FENOTIPAGEM DE SISTEMA RH - HR
0202120040,IDENTIFICACAO DE ANTICORPOS SERICOS IRREGULARES C/ PAINEL DE HEMACIAS
0202120058,PESQUISA DE ANTICORPOS IRREGULARES PELO METODO DA ELUICAO
0202120066,PESQUISA DE ANTICORPOS SERICOS IRREGULARES 37OC
0202120074,PESQUISA DE ANTICORPOS SERICOS IRREGULARES A FRIO
0202120082,PESQUISA DE FATOR RH (INCLUI D FRACO)
0202120090,TESTE INDIRETO DE ANTIGLOBULINA HUMANA (TIA)
0202120104,TITULACAO DE ANTICORPOS ANTI A E/OU ANTI B
0203010019,EXAME CITOPATOLÓGICO CERVICO-VAGINAL/MICROFLORA
0203010027,EXAME CITOPATOLOGICO HORMONAL SERIADO (MINIMO 3 COLETAS)
0203010035,EXAME DE CITOLOGIA (EXCETO CERVICO-VAGINAL E DE MAMA)
0203010043,EXAME CITOPATOLOGICO DE MAMA
0203010078,CONTROLE DE QUALIDADE DO EXAME CITOPATOLÓGICO CERVICO VAGINAL
0203010086,EXAME CITOPATOLÓGICO CERVICO VAGINAL/MICROFLORA-RASTREAMENTO
0203020014,DETERMINACAO DE RECEPTORES TUMORAIS HORMONAIS
0203020022,EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - PECA CIRURGICA
0203020030,EXAME ANATOMO-PATOLÓGICO PARA CONGELAMENTO / PARAFINA POR PEÇA CIRURGICA OU POR BIOPSIA (EXCETO COLO UTERINO E MAMA)
0203020049,IMUNOHISTOQUIMICA DE NEOPLASIAS MALIGNAS (POR MARCADOR)
0203020057,NECROPSIA
0203020065,EXAME ANATOMOPATOLOGICO DE MAMA - BIOPSIA
0203020073,EXAME ANATOMOPATOLOGICO DE MAMA - PECA CIRURGICA
0203020081,EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - BIOPSIA
0204010012,DACRIOCISTOGRAFIA
0204010020,PLANIGRAFIA DE LARINGE
0204010039,RADIOGRAFIA BILATERAL DE ORBITAS (PA + OBLIQUAS + HIRTZ)
0204010047,RADIOGRAFIA DE ARCADA ZIGOMATICO-MALAR (AP+ OBLIQUAS)
0204010055,RADIOGRAFIA DE ARTICULACAO TEMPORO-MANDIBULAR BILATERAL
0204010063,RADIOGRAFIA DE CAVUM (LATERAL + HIRTZ)
0204010071,RADIOGRAFIA DE CRANIO (PA + LATERAL + OBLÍQUA / BRETTON + HIRTZ)
0204010080,RADIOGRAFIA DE CRANIO (PA + LATERAL)
0204010098,RADIOGRAFIA DE LARINGE
0204010101,RADIOGRAFIA DE MASTOIDE / ROCHEDOS (BILATERAL)
0204010110,RADIOGRAFIA DE MAXILAR (PA + OBLIQUA)
0204010128,RADIOGRAFIA DE OSSOS DA FACE (MN + LATERAL + HIRTZ)
0204010136,RADIOGRAFIA DE REGIAO ORBITARIA (LOCALIZACAO DE CORPO ESTRANHO)
0204010144,RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ)
0204010152,RADIOGRAFIA DE SELA TURSICA (PA + LATERAL + BRETTON)
0204010160,RADIOGRAFIA OCLUSAL
0204010179,RADIOGRAFIA PANORAMICA
0204010195,SIALOGRAFIA (POR GLANDULA)
0204010209,TELERADIOGRAFIA COM TRACADOS E SEM TRACADOS
0204010217,RADIOGRAFIA INTERPROXIMAL (BITE WING)
0204010225,RADIOGRAFIA PERIAPICAL
0204020018,MIELOGRAFIA
0204020026,PLANIGRAFIA DE COLUNA VERTEBRAL
0204020034,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO + OBLIQUAS)
0204020042,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO / FLEXAO)
0204020050,RADIOGRAFIA DE COLUNA CERVICAL FUNCIONAL / DINAMICA
0204020069,RADIOGRAFIA DE COLUNA LOMBO-SACRA
