Codigo,Descricao,ValorTUNEP
34018034,BRAQUITERAPIA,"979,46"
34019022,OPERACAO DE BURCH,"1.089,95"
34020020,EXERESE DE CISTO VAGINAL,"465,48"
34020039,CURETAGEM UTERINA POR MOLA HIDATIFORME,"366,05"
34021027,COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR COM AMPU,"959,19"
34021035,MIOMECTOMIA VIDEOLAPAROSCOPICA,"1.127,12"
34022031,HISTERECTOMIA VIDEOLAPAROSCOPICA,"1.518,55"
34022040,LAQUEADURA TUBARIA,"1.013,10"
34023038,BIOPSIA DE ENDOMETRIO POR ASPIRACAO MANUAL INTRA-UT,"119,96"
34701028,COLPECTOMIA,"1.010,76"
34701036,TRAQUELECTOMIA,"1.002,56"
34701052,OOFORECTOMIA UNI OU BILATERAL,"1.086,73"
34704124,HISTERECTOMIA COM RESSECCAO DE ORGAO(S) CONTIGUO(,"4.725,02"
34706011,VULVECTOMIA AMPLIADA COM LINFADENECTOMIA,"4.656,70"
34707018,VULVECTOMIA SIMPLES,"1.003,57"
34709037,HISTERECTOMIA TOTAL AMPLIADA,"4.517,68"
34710035,HISTERECTOMIA TOTAL,"1.591,47"
34717030,HISTERECTOMIA COM ANEXECTOMIA UNI OU BILATERAL,"1.600,25"
34719032,AMPUTACAO CONICA DE COLO DE UTERO COM COLPECTOMI,"1.378,09"
35001011,PARTO NORMAL,"973,90"
35006013,PARTO COM MANOBRAS,"973,90"
35007010,PARTO COM ECLAMPSIA,"973,90"
35008016,CIRURGIA DA PRENHEZ ECTOPICA,"1.138,53"
35009012,CESARIANA,"1.445,75"
35011017,HISTERECTOMIA PUERPERAL,"1.518,50"
35012013,LAPAROTOMIA PARA HISTERORRAFIA,"881,91"
35013010,EMBRIOTOMIA,"973,89"
35014016,CURETAGEM POS ABORTO,"391,85"
35015012,TRATAMENTO CIRURGICO DA INVERSAO UTERINA AGUDA PO,"1.087,67"
35016019,REDUCAO MANUAL INVERSAO UTERINA AGUDA POS-PARTO,"391,85"
35017015,DESCOLAMENTO MANUAL DA PLACENTA,"391,85"
35018011,CERCLAGEM DO COLO UTERINO,"391,85"
35019018,SUTURA DE LACERACOES DO TRAJETO PELVICO,"391,85"
35025018,PARTO NORMAL - EXCLUSIVAMENTE PARA HOSPITAIS AMIGO,"1.157,65"
35026014,CESARIANA - EXCLUSIVAMENTE PARA HOSPITAIS AMIGOS DA,"1.322,94"
35027010,PARTO NORMAL EM GESTANTE DE ALTO RISCO,"1.339,12"
35028017,CESARIANA EM GESTANTE DE ALTO RISCO,"1.519,35"
35031018,INTERCORRENCIA OBSTETRICA NA GRAVIDEZ EM GESTANTE,"1.000,97"
35032014,INTERCORRENCIA OBSTETRICA EM ATENDIMENTO SECUNDA,"1.000,97"
35080019,PARTO NORMAL SEM DISTOCIA REALIZADO POR ENFERMEIRO,"833,88"
35082011,CESARIANA COM LAQUEADURA TUBARIA EM PACIENTE COM,"1.380,54"
35084014,CESARIANA COM LAQUEADURA TUBARIA EM PACIENTE COM,"1.380,54"
35085010,CESARIANA COM LAQUEADURA TUBARIA EM PACIENTE COM,"1.380,54"
35086017,ASSIST AO PERIODO PREMONITORIO E AO PARTO NORMAL S,"342,81"
35087013,ASSISTENCIA AO PERIODO PREMONITORIO E AO PARTO NOR,"365,86"
35088010,ESVAZIAMENTO UTERINO POS ABORTO POR ASPIRACAO MAN,"218,45"
36001023,CAUTERIZACAO DA CORNEA,"95,55"
36001040,CAPSULECTOMIA DO CRISTALINO,"452,00"
36001058,RETIRADA DE CISTICERCO INTRA-OCULAR,"902,95"
36001066,SUTURA DE ESCLERA,"445,35"
36001074,ENUCLEACAO DO GLOBO OCULAR,"580,35"
36001082,CICLODIALISE,"580,22"
36001104,RETINOPEXIA PRIMARIA,"1.005,24"
36001112,TRATAMENTO CIRURGICO DO ESTRABISMO,"636,96"
36001120,DACRIOCISTORRINOSTOMIA,"789,46"
36002011,EXERESE DE TUMOR DE CONJUNTIVA,"230,12"
36002020,CERATECTOMIA SUPERFICIAL,"95,55"
36002038,RETIRADA DE CORPO ESTRANHO DA CAMARA ANTERIOR DO,"697,27"
36002054,RETIRADA DE CORPO ESTRANHO INTRAVITREO,"902,95"
36002070,EVISCERACAO DO GLOBO OCULAR,"580,35"
36002089,CICLODIATERMIA,"580,35"
36002097,EXERESE DE CALAZIO,"95,55"
36002100,ENDOFOTOCOAGULACAO A LASER,"902,95"
36002119,EXENTERACAO DE ORBITA,"1.129,24"
36002127,EXTIRPACAO DE GLANDULA LACRIMAL,"469,90"
36003018,SUTURA DE CONJUNTIVA,"187,65"
36003034,RECONSTRUCAO DE CAMARA ANTERIOR DO OLHO POS-TRAU,"998,35"
36003050,VITRECTOMIA POSTERIOR,"1.055,76"
36003069,BIOPSIA DA ESCLERA,"177,11"
36003093,SIMBLEFAROPLASTIA,"471,63"
36003115,EXERESE DE TUMOR MALIGNO INTRA-OCULAR,"1.070,35"
36003123,EXTIRPACAO DO SACO LACRIMAL,"471,63"
36004014,RECONSTITUICAO DE CAVIDADE,"780,47"
36004022,RETIRADA DE CORPO ESTRANHO DA CORNEA,"95,55"
36004049,FACECTOMIA SEM IMPLANTE DE LENTE INTRA-OCULAR,"846,07"
36004057,VITRECTOMIA ANTERIOR,"742,92"
36004065,TRATAMENTO CIRURGICO DA DEISCENCIA DE SUTURA DA ES,"445,35"
36004073,CRIOTERAPIA DE TUMORES INTRA-OCULARES,"902,95"
36004103,CRIO-RETINOPEXIA,"452,94"
36004111,ORBITOTOMIA,"902,95"
36005010,BIOPSIA DA CONJUNTIVA,"95,55"
36005029,RECOBRIMENTO CONJUNTIVAL,"410,15"
36005061,TRANSPLANTE DE ESCLERA,"922,04"
36005088,IRIDECTOMIA CIRURGICA,"452,94"
36005096,ENTROPIO E ECTROPIO,"471,63"
36005100,REOPERACAO E RETINOPEXIA COM VITREO INTERVENCAO,"1.550,05"
36005118,CIRURGIA PARA DESCOMPRESSAO DO NERVO OPTICO,"1.129,24"
36005126,DRENAGEM DE ABSCESSO LACRIMAL,"95,55"
36006017,RECONSTITUICAO DE FORNIX CONJUNTIVAL,"780,47"
36006025,SUTURA DE CORNEA,"580,35"
36006068,INTROFLEXAO ESCLERAL,"1.005,24"
36006114,RECONSTITUICAO DA PAREDE DA ORBITA,"1.129,24"
36006122,CANALICULOTOMIA,"95,55"
36007021,IMPLANTE INTERLAMELAR DE CORNEA,"1.004,97"
36007048,EXPLANTACAO E/OU SUBSTITUICAO DE LENTE INTRA-OCULAR,"902,95"
36007064,TRANSPLANTE DE PERIOSTEO EM ESCLEROMALACIA,"1.129,24"
36007099,PTOSE E COLOBOMA DE PALPEBRA,"483,83"
36007110,BIOPSIA DE TUMOR EXTRA-OCULAR,"228,70"
36007129,OCLUSAO DE PONTO LACRIMAL,"95,55"
36008060,CIRURGIA FISTULIZANTE ANTIGLAUCOMATOSA,"822,57"
36008087,TRATAMENTO CIRURGICO DA HERNIA DE IRIS,"710,85"
36008095,CIRURGIA DA TRIQUIASE,"312,91"
36008117,INJECAO RETROBULBAR OU PERIBULBAR,"95,55"
36008125,SONDAGEM DAS VIAS LACRIMAIS,"95,55"
36009024,BIOPSIA DA CORNEA,"114,60"
36009067,IMPLANTACAO DE PROTESE ANTIGLAUCOMATOSA,"1.197,22"
36009083,SINEQUIOTOMIA CIRURGICA,"900,03"
36009113,DESNERVACAO QUIMICA,"95,55"
36009121,RECONSTITUICAO DO CANAL LACRIMAL,"816,78"
36010022,TRANSPLANTE DE CORNEA,"1.062,66"
36010065,APLICACAO DE PLACA RADIOATIVA EPISCLERAL,"925,60"
36010081,BIOPSIA DA IRIS E CORPO CILIAR,"445,35"
36010090,DRENAGEM DE ABSCESSO PALPEBRAL,"95,55"
36010111,TRATAMENTO CIRURGICO DE HIPERTROPIAS,"902,95"
36011029,TRATAMENTO CIRURGICO DO ASTIGMATISMO SECUNDARIO,"95,55"
36011061,CIRURGIA DO GLAUCOMA CONGENITO,"1.351,64"
36011096,MIIASE PALPEBRAL,"95,55"
36011118,DESCOMPRESSAO DA ORBITA,"992,44"
36012025,TRATAMENTO CIRURGICO DA DEISCENCIA DE SUTURA DE CO,"580,35"
36012084,TRABECULOTOMIA,"822,57"
36012092,EPILACAO DE CILIOS,"95,55"
36013021,CERATOPROTESE,"1.536,72"
36013099,SUTURA DE PALPEBRA,"150,16"
36014087,IRIDOCICLECTOMIA,"910,46"
36014095,CIRURGIA DO XANTELASMA,"434,41"
36015024,TRANSPLANTE DE CORNEA EM REOPERACOES,"1.976,28"
36015091,BLEFAROCALASE,"480,45"
36016020,TRANSPLANTE DE CORNEA EM CIRURGIAS COMBINADAS,"1.552,10"
36016098,RECONSTITUICAO PARCIAL DA PALPEBRA,"900,03"
36017027,EPICERATOFACIA,"1.129,24"
36017094,CIRURGIA DE COLOBOMA PALPEBRAL CONGENITO,"902,95"
36018023,TOPOPLASTIA DO TRANSPLANTE,"1.129,24"
36020052,FACECTOMIA PARA IMPLANTE DE LENTE INTRA-OCULAR,"1.294,08"
36701033,PARACENTESE DE CAMARA ANTERIOR,"525,39"
36702064,NEOPLASIA DE ESCLERA,"741,83"
36703117,NEOPLASIA DA ORBITA,"1.272,89"
37001019,ANTROTOMIA DA MASTOIDE (DRENAGEM DE OTITE NO LACTE,"840,14"
37001035,INCISAO E DRENAGEM DE ABSCESSO PERIAMIGDALIANO,"383,55"
37001043,LARINGECTOMIA PARCIAL,"1.335,87"
37001051,OSTEOTOMIA DO MAXILAR INFERIOR,"933,83"
37002031,ADENOIDECTOMIA,"424,36"
37002040,LARINGECTOMIA TOTAL,"1.429,63"
37002058,RESSECCAO DO CONDILO DO MAXILAR INFERIOR,"1.210,56"
37003011,CIRURGIA DA ESTENOSE DO CONDUTO AUDITIVO,"806,08"
37003020,TRATAMENTO CIRURGICO DA RINOFIMA,"637,45"
37003038,AMIGDALECTOMIA COM OU SEM ADENOIDECTOMIA,"468,55"
37003046,LARINGECTOMIA TOTAL COM ESVAZIAMENTO CERVICAL,"2.353,87"
37003054,RETIRADA DE CORPO ESTRANHO NA INTIMIDADE DOS OSSOS,"472,21"
37004026,TRATAMENTO CIRURGICO DA IMPERFURACAO COANAL - UNIL,"578,54"
37004050,OSTEOTOMIA MAXILAR SUPERIOR,"933,83"
37005014,ESTAPEDECTOMIA,"1.099,98"
37005022,TRATAMENTO CIRURGICO DA IMPERFURACAO COANAL - BILA,"799,15"
37005030,EXTIRPACAO DE TUMOR DO CAVUM,"415,56"
37005057,RECONSTRUCAO DE MANDIBULA,"1.248,55"
37006029,CIRURGIA DE OZENA,"524,75"
37006037,DRENAGEM DE ABSCESSO FARINGEO,"383,55"
37006053,"REDUCAO CIRURGICA DO AFUNDAMENTO DO MALAR, SEM FIX ","440,54"
37007041,LARINGOSCOPIA DIRETA PARA RETIRADA DE CORPO ESTRAN,"353,04"
37007050,"REDUCAO CIRURGICA DO AFUNDAMENTO DO MALAR, COM FI ","492,84"
37008056,TRATAMENTO CIRURGICO DA ANQUILOSE DA ARTICULACAO T,"1.108,43"
37009010,INCISAO E DRENAGEM DO SACO ENDO-LINFATICO (SHUNT) C,"1.131,78"
37009044,LARINGOSCOPIA COM EXERESE DE PAPILOMA,"427,04"
37010042,ARITENOIDECTOMIA LARINGOFISSURA,"1.293,36"
37011014,LABIRINTECTOMIA (MEMBRANOSA OU OSSEA) SEM AUDICAO,"1.182,85"
37011030,AMIGDALECTOMIA,"457,36"
37011049,LARINGOFISSURA PARA COLOCACAO DE MOLDE NOS TRAUM,"1.429,63"
37011057,REDUCAO CIRURGICA DA FRATURA DOS OSSOS PROPRIOS D,"576,27"
37012045,LARINGORRAFIA,"1.189,59"
37012053,REDUCAO CIRURGICA DA LUXACAO TEMPORO MANDIBULAR (,"462,66"
37013017,MASTOIDECTOMIA SUBTOTAL,"840,14"
37013025,SINUSOTOMIA ETMOIDAL,"637,45"
37013033,EXTIRPACAO DE TUMOR DA FARINGE,"415,56"
37013050,TRATAMENTO CIRURGICO DE OSTEOMIELITE DO(S) OSSO(S),"794,30"
37014013,MASTOIDECTOMIA RADICAL,"1.018,41"
37014021,SINUSOTOMIA FRONTAL,"535,88"
37015028,SINUSOTOMIA MAXILAR,"497,04"
37016016,NEURECTOMIA VESTIBULAR TRANS-LABIRINTICA SEM AUDICA,"1.274,89"
37016024,SINUSOTOMIA TRANSMAXILAR,"682,35"
37017012,NEURECTOMIA VESTIBULAR TRANSFOSSA MEDIA COM AUDIC,"1.633,80"
37020013,RESSECCAO DO GLOMO JUGULAR,"1.100,30"
37020021,TURBINECTOMIA,"422,77"
37021010,RESSECCAO DO GLOMO TIMPANICO,"1.100,30"
37021028,SEPTOPLASTIA (DESVIO DO SEPTO),"552,44"
37022016,RESSECCAO DE TUMOR DO ACUSTICO PELA FOSSA MEDIA (T,"1.575,39"
37022024,SINUSOTOMIA ESFENOIDAL,"566,52"
37023012,TIMPANOPLASTIA ( TIPO I - UNILATERAL ),"785,84"
37024019,TIMPANOPLASTIA ( TIPO I - BILATERAL ),"1.061,86"
37025015,TIMPANOPLASTIA (OUTROS TIPOS UNILATERAL),"991,12"
37028014,"EXPLORACAO, DESCOMPRESSAO PARCIAL DO NERVO FACIAL ","1.127,60"
37029010,"EXPLORACAO, DESCOMPRESSAO TOTAL DO NERVO FACIAL ","1.337,81"
37030019,ENXERTO PARCIAL INTRATEMPORAL NERVO FACIAL F. ESTILO,"1.257,78"
37031015,ENXERTO PARCIAL INTRATEMPORAL NERVO FACIAL DO GANG,"1.368,45"
37032011,ENXERTO TOTAL DO NERVO FACIAL INTRATEMPORAL,"1.336,95"
37033018,MICROCIRURGIA OTOLOGICA,"441,38"
37034014,TRATAMENTO CIRURGICO DO SOALHO DA ORBITA,"1.043,18"
37035010,OSTEOTOMIA ETMOIDEO ORBITARIA,"1.248,55"
37036017,AVANCOS FRONTO ORBITARIOS,"1.248,55"
37037013,RECONSTRUCAO DA ORBITA COM OU SEM ENXERTO OSSEO,"974,43"
37040014,IMPLANTE COCLEAR,"3.000,66"
37090011,TIMPANOPLASTIA (UNI OU BILATERAL) EM PACIENTES COM D,"1.111,98"
37090038,AMIGDALECTOMIA COM ADENOIDECTOMIA E PACIENTES COM,"706,46"
37091018,MICROCIRURGIA OTOLOGICA EM PACIENTES COM DEFORMID,"540,02"
37701045,LARINGECTOMIA PARCIAL,"1.589,56"
37702041,LARINGECTOMIA TOTAL,"4.460,66"
37703048,LARINGECTOMIA TOTAL COM ESVAZIAMENTO CERVICAL,"4.867,31"
37705032,EXTIRPACAO DE TUMOR DO CAVUM,"1.589,56"
37705113,PELVI GLOSO MANDIBULECTOMIA,"6.173,70"
37713035,EXTIRPACAO DE TUMOR DA FARINGE,"1.001,46"
38000008,CIRURGIAS PLASTICAS CORRETIVAS SEQUENCIAS EM PACIEN,"0,00"
38001020,PALATOPLASTIA COMPLETA,"936,10"
38001039,TRATAMENTO CIRURGICO DA ANQUILOSE DA ARTICULACAO T,"933,83"
38001047,PLASTICA TOTAL DO PENIS,"720,38"
38001055,EXCISAO PARCIAL DE LABIO COM ENXERTO LIVRE,"936,10"
38001063,LINFEDEMA (ELEFANTIASE DOS MEMBROS INFERIORES),"1.439,04"
38001080,ALONGAMENTO DE COLUMELA,"637,45"
38001101,TRATAMENTO CIRURGICO NAO ESTETICO DA ORELHA,"552,62"
38001128,EXERESE DE CISTO BRANQUIAL,"727,03"
38001136,DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA ( PLASTICA A,"1.210,31"
38002027,PALATOPLASTIA COM ENXERTO OSSEO,"1.299,71"
38002035,MAXILECTOMIA COM OU SEM ESVAZIAMENTO ORBITARIO E R,"1.248,55"
38002043,TRATAMENTO CIRURGICO DA ELEFANTIASE DO PENIS,"973,41"
38002051,EXCISAO PARCIAL DE LABIO POR LESAO COM ROTACAO DE R,"936,10"
38002060,DERMOLIPECTOMIA (DOIS MEMBROS INFERIORES),"1.033,83"
38002078,TRATAMENTO CIRURGICO DO GIGANTISMO AO NIVEL DA MAO,"802,45"
38002086,TRATAMENTO CIRURGICO DA PERFURACAO DO SEPTO NASA,"497,04"
38002116,TRATAMENTO CIRURGICO DA ELEFANTIASE AO NIVEL DO PE,"1.060,43"
38002124,EXERESE DE CISTO TIREOGLOSSO,"694,56"
38002132,EXERESE E PLASTICA DE CISTO SACRO COCCIGEO,"403,95"
38003015,ENXERTO DERMO EPIDERMICO,"566,97"
38003023,PALATOPLASTIA COM RETALHO FARINGEO,"1.305,52"
38003031,OSTEOPLASTIA DA MANDIBULA PARA PROGNATISMO,"1.150,51"
38003040,TRATAMENTO CIRURGICO DA ELEFANTIASE DA BOLSA ESCRO,"973,41"
38003066,DERMOLIPECTOMIA (UM MEMBRO INFERIOR),"1.033,83"
38003074,TRATAMENTO CIRURGICO DA POLIDACTILIA ARTICULADA,"488,11"
38003082,RINOPLASTIA PARA DEFEITO(S) POS-TRAUMATICO(S),"724,20"
38003090,TRATAMENTO CIRURGICO DO EPICANTO,"471,63"
38003104,RECONSTRUCAO DE HELIX DA ORELHA,"552,62"
38003112,TRATAMENTO CIRURGICO DO GIGANTISMO AO NIVEL DO PE,"1.114,93"
38003120,TRATAMENTO CIRURGICO DA FISTULA COM RETALHO CUTAN,"727,03"
38003139,PLASTICA MAMARIA FEMININA NAO ESTETICA,"1.423,40"
38003155,"PLASTICA MAMARIA RECONSTRUTIVA, POS MASTECTOMIA CO ","1.423,48"
38004011,ENXERTO LIVRE DE PELE TOTAL,"663,37"
38004020,PALATOPLASTIA PARCIAL,"936,10"
38004046,TRATAMENTO CIRURGICO DA HIPERTROFIA DOS PEQUENOS,"347,55"
38004054,EXCISAO E RECONSTRUCAO TOTAL DE LABIO,"1.416,55"
38004062,TRATAMENTO CIRURGICO DA RETRACAO CICATRICIAL DO CO,"745,88"
38004089,RINOPLASTIA REPARADORA NAO ESTETICA,"724,20"
38004097,TRATAMENTO CIRURGICO DO LAGOFTALMO,"580,35"
38004100,RECONSTRUCAO DE LOBULO DA ORELHA,"552,62"
38004119,TRATAMENTO CIRURGICO DA POLIDACTILIA ARTICULADA,"469,54"
38004127,TRATAMENTO CIRURGICO DA FISTULA POR APROXIMACAO D,"458,12"
38004135,PLASTICA MAMARIA MASCULINA (GINECOMASTIA),"817,46"
38005018,EXCISAO E SUTURA DE LESAO CIRCULAR COM ROTACAO DE,"422,78"
38005026,PLASTICA TRANSPALATINA PARA ATRESIA COANAL,"954,59"
38005034,OSTEOPLASTIA PARA MICROGNATISMO COM OU SEM IMPLAN,"1.150,51"
38005050,RECONSTRUCAO DO SULCO GENGIVO LABIAL,"869,20"
38005069,TRATAMENTO CIRURGICO DA RETRACAO CICATRICIAL REGIA,"921,73"
38005077,SUTURAS E REPARACOES DE PERDA DE SUBSTANCIA DA MA,"455,53"
38005107,RECONSTRUCAO DO POLO SUPERIOR DA ORELHA,"552,62"
38005123,RETRACAO CICATRICIAL - CORRECAO EM UM ESTAGIO,"745,88"
38005131,TRATAMENTO CIRURGICO DA RETRACAO CICATRICIAL DA AX,"921,73"
38006022,TRATAMENTO CIRURGICO DA FISTULA E CISTOS ORO-MAXILA,"872,12"
38006030,TRATAMENTO CIRURGICO DA PARALISIA FACIAL (SUSPENSAO,"1.018,03"
38006057,RECONSTRUCAO PARCIAL DO LABIO,"936,10"
38006073,RETRACAO CICATRICIAL DOS DEDOS DA MAO SEM COMPROM,"455,71"
38006081,SEPTOPLASTIA REPARADORA NAO ESTETICA,"552,64"
38006103,RECONSTRUCAO TOTAL DA ORELHA (MULTIPLOS ESTAGIOS),"980,05"
38006111,TRATAMENTO CIRURGICO DA SINDACTILIA (DOIS INTRA DIGIT,"710,33"
38006120,RETRACAO CICATRICIAL EXTENSA - VARIOS ESTAGIOS,"1.363,83"
38007010,EXCISAO E SUTURA COM PLASTICA EM Z NA PELE,"489,92"
38007029,TRATAMENTO CIRURGICO DA FISTULA ORO-NASAL,"872,12"
38007070,TRATAMENTO CIRURGICO DA SINDACTILIA (DOIS DIGITOS),"710,33"
38007088,TRATAMENTO CIRURGICO DA ATRESIA NARINARIA,"693,31"
38007100,TRATAMENTO CIRURGICO DO SINUS PRE-AURICULAR,"455,39"
38007118,TRATAMENTO CIRURGICO DA SINDACTILIA MULTIPLA,"813,85"
38007126,TRATAMENTO CIRURGICO DO TORCICOLO CONGENITO,"759,67"
38008025,PLASTICA DO CANAL DE STENON,"694,60"
38008050,TRATAMENTO CIRURGICO DA MACROSTOMIA,"917,91"
38008076,TRATAMENTO CIRURGICO DA SINDACTILIA (MULTIPLA) ATE,"3,00"
38008084,TRATAMENTO CIRURGICO REPARADOR NAO ESTETICO DO NA,"724,20"
38008092,RECONSTRUCAO TOTAL DE CAVIDADE ORBITARIA,"410,15"
38008114,RETRACAO CICATRICIAL DOS DEDOS DO PE SEM COMPROME,"536,02"
38008122,TRATAMENTO CIRURGICO DA RETRACAO CICATRICIAL EM UM,"745,88"
38009013,PREPARO DE RETALHO,"696,62"
38009021,PALATO LABIOPLASTIA (UNILATERAL  ESTAGIOS),"2,00"
38009056,TRATAMENTO CIRURGICO DA MICROSTOMIA,"917,91"
38009110,HIPERQUERATOSE PLANTAR COM CORRECAO PLASTICA INCL,"395,58"
38010011,PREPARO DE TUBO PEDICULADO,"872,20"
38010020,PALATO LABIOPLASTIA (BILATERAL  ESTAGIOS),"3,00"
38010054,TRATAMENTO CIRURGICO DO LABIO LEPORINO,"936,10"
38010089,RECONSTRUCAO PARCIAL DO NARIZ,"771,79"
38010097,RECONSTRUCAO TOTAL DA PALPEBRA,"1.171,32"
38011050,QUEILOPLASTIA (HIPERTROFIA DO LABIO),"439,55"
38011085,RECONSTRUCAO TOTAL DO NARIZ,"799,15"
38012014,TRANSFERENCIA INTERMEDIARIA DE RETALHO,"964,95"
38012081,RINOPLASTIA EM PACIENTE COM LESAO LABIO PALATAIS,"724,20"
38013010,TRANSFERENCIA INTERMEDIARIA DE TUBO PEDICULADO,"964,95"
38013088,SEPTOPLASTIA EM PACIENTES COM LESAO LABIO-PALATAL,"552,64"
38014092,ALONGAMENTO DE COLUMELA EM PACIENTES COM LESOES,"724,20"
38015013,EXERESE DE CISTO DERMOIDE,"235,94"
38016010,ENXERTO COMPOSTO,"917,30"
38017016,CURATIVO(S) CIRURGICO(S) SOB ANESTESIA GERAL,"1.410,33"
38018012,DEBRIDAMENTO DA FASCEITE NECROTIZANTE,"1.213,69"
38022010,"EXCISAO E ENXERTO DE PELE( HEMANGIOMA, NEVUS OU TUM ","499,77"
38023016,EXTIRPACAO E SUPRESSAO DE LESAO DA PELE E DO TECIDO,"235,94"
38024012,HOMOENXERTIA ATO CIRURGICO PRE E POS OPERATORIOS,"566,97"
38025019,PERDA DE SUBSTANCIA CUTANEA - LESOES EXTENSAS PLAN,"872,20"
38026015,ESTAGIOS SUBSEQUENTES DE ENXERTIA (NO MAXIMO DE  ),"4,00"
38027011,ESCALPO PARCIAL,"964,95"
38028018,ESCALPO TOTAL,"1.878,50"
38040026,PALATOPLASTIA COMPLETA,"2.254,47"
38041022,PALATOPLASTIA COM ENXERTO OSSEO OU RETALHO,"1.343,25"
38042029,PALATOPLASTIA PARCIAL,"2.214,78"
38043025,PALATO LABIOPLASTIA UNI OU BILATERAL (POR ESTAGIO),"1.538,02"
38046024,CIRURGIA ORTOGNATIA PARA MAXILAR OU MAXILO/MANDIBU,"3.656,38"
38047020,CIRURGIA ORTOGNATIA TIPO LE FORT III,"3.714,31"
38048108,CIRURGIA REPARADORA/RECONSTRUTORA PARA IMPLANTE,"1.138,46"
38048140,PEQUENO QUEIMADO,"367,38"
38049147,MEDIO QUEIMADO - HOSPITAL GERAL,"903,00"
38050056,QUEILOPLASTIA EM PACIENTES COM DEFORMIDADES CRANIO,"719,58"
38050080,TRATAMENTO CIRURGICO REPARADOR NAO ESTETICO DO NA,"724,16"
38050145,GRANDE QUEIMADO - HOSPITAL GERAL,"1.855,39"
38051052,EXCISAO E RECONSTRUCAO TOTAL DE LABIO EM PACIENTES,"1.021,66"
38051141,ATENDIMENTO INICIAL DE GRANDE QUEIMADO - HOSPITAL GE,"962,50"
38052148,MEDIO QUEIMADO - ALTA COMPLEXIDADE,"1.300,25"
38053144,GRANDE QUEIMADO - ALTA COMPLEXIDADE,"3.090,50"
38054140,MEDIO QUEIMADO - CENTRO INTERMEDIARIO,"1.060,15"
38055147,GRANDE QUEIMADO - CENTRO INTERMEDIARIO,"2.042,95"
38056143,PRIMEIRO ATENDIMENTO DE MEDIO E GRANDE QUEIMADOS,"334,58"
38058138,DERMOLIPECTOMIA ABDOMINAL POS GASTROPLASTIA,"1.397,32"
38059061,MAMOPLASTIA POS GASTROPLASTIA,"1.379,77"
38060060,DERMOLIPECTOMIA CRURAL POS GASTROPLASTIA,"1.397,32"
38061139,DERMOLIPECTOMIA BRAQUIAL POS GASTROPLASTIA,"1.397,27"
38062011,LIPOASPIRACAO DE GIBA EM PACIENTES COM LIPODISTROFIA,"836,62"
38062020,LIPOASPIRACAO DE PAREDE ABDOMINAL EM PACIENTES COM,"838,47"
38062038,REDUCAO MAMARIA EM PACIENTE COM LIPODISTROFIA DECO,"818,47"
38062046,TRATAMENTO DA GINECOMASTIA EM PACIENTE COM LIPODIS,"568,89"
38062054,LIPOENXERTIA DE GLUTEO EM PACIENTE COM LIPODISTROFI,"676,99"
38062062,RECONSTRUCAO GLUTEA EM PACIENTE COM LIPODISTROFIA,"876,99"
38062070,PREENCHIMENTO FACIAL COM TECIDO GORDUROSO EM PAC,"241,72"
38062089,PREENCHIMENTO FACIAL COM POLIMETILMETACRILATO EM P,"271,72"
38701057,EXCISAO PARCIAL DO LABIO COM ENXERTO LIVRE,"1.217,61"
38701162,RECONSTRUCAO COM RETALHO MIO CUTANEO (QUALQUER P,"3.658,34"
38701170,RESSECCAO ALARGADA DE TUMORES DE PARTES MOLES CO,"6.020,18"
38702037,MAXILECTOMIA COM OU SEM ESVAZIAMENTO ORBITARIO,"4.447,82"
38702169,RECONSTRUCAO POR MICROCIRURGIA (QUALQUER PARTE) E,"2.657,93"
38702177,RESSECCAO DE PARTES MOLES DAS EXTREMIDADES COM R,"6.087,04"
38703050,EXCISAO EM CUNHA DE LABIO E SUTURA,"439,96"
38704056,EXCISAO E RECONSTRUCAO TOTAL DE LABIO,"1.480,61"
38707012,EXCISAO E SUTURA COM PLASTICA EM Z NA PELE,"525,39"
38722011,"EXCISAO E ENXERTO DE PELE( HEMANGIOMA, NEVUS OU TUM ","741,52"
38723018,EXTIRPACAO E SUPRESSAO MULTIPLA DE LESAO DA PELE E D,"794,27"
39000001,POLITRAUMATIZADO,"0,00"
39000010,PROCEDIMENTOS SEQUENCIAIS DA COLUNA EM ORTOPEDIA,"0,00"
39001024,DISCECTOMIA POR VIA POSTERIOR,"1.589,30"
39001032,REDUCAO CIRURGICA DA FRATURA DA COSTELA,"989,30"
39001040,BIOPSIA DO OMOPLATA OU DA CLAVICULA,"571,78"
39001067,ALONGAMENTO OU TRANSPORTACAO OSSEACIRURGICO DO,"1.268,79"
39001083,AMPUTACAO DO ANTEBRACO,"1.066,78"
39001105,AMPUTACAO AO NIVEL DE RAIO DA MAO,"471,91"
39001113,ARTRODESE DA ARTICULACAO SACRO ILIACA,"1.382,07"
39001130,ALONGAMENTO OU TRANSPORTACAO OSSEA AO NIVEL DO F,"1.740,16"
39001164,ARTRODESE DO TORNOZELO (TIBIO-TARSICA) EM GERAL,"920,23"
39001172,AMPUTACAO / DESARTICULACAO DO PE AO NIVEL DO TARSO,"901,35"
39001199,RESSECCAO CISTO SINOVIAL,"381,20"
39001202,RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR,"459,00"
